phase	dataset	nb_teachers	teacher_epochs	noise_scale	epsilon_target	wall_time_s	status	log_file
teacher	svhn	100	100	-	-	15.32	OK	teachers_svhn_t100_e100.log:teacher_93
teacher	svhn	100	100	-	-	15.04	OK	teachers_svhn_t100_e100.log:teacher_94
teacher	svhn	100	100	-	-	14.64	OK	teachers_svhn_t100_e100.log:teacher_95
teacher	svhn	100	100	-	-	15.01	OK	teachers_svhn_t100_e100.log:teacher_96
teacher	svhn	100	100	-	-	15.86	OK	teachers_svhn_t100_e100.log:teacher_97
teacher	svhn	100	100	-	-	14.89	OK	teachers_svhn_t100_e100.log:teacher_98
teacher	svhn	100	100	-	-	15.12	OK	teachers_svhn_t100_e100.log:teacher_99
student	svhn	100	100	200	1	8.05	OK	svhn_t100_e100_eps1_noise200.log
student	svhn	100	100	57	4	7.71	OK	svhn_t100_e100_eps4_noise57.log
student	svhn	100	100	6.7	8	210.34	OK	svhn_t100_e100_eps8_noise6.7.log
teacher	cifar10	100	10	-	-	29.10	OK	teachers_cifar10_t100_e10.log:teacher_0
teacher	cifar10	100	10	-	-	9.25	OK	teachers_cifar10_t100_e10.log:teacher_1
teacher	cifar10	100	10	-	-	8.94	OK	teachers_cifar10_t100_e10.log:teacher_2
teacher	cifar10	100	10	-	-	9.79	OK	teachers_cifar10_t100_e10.log:teacher_3
teacher	cifar10	100	10	-	-	9.18	OK	teachers_cifar10_t100_e10.log:teacher_4
teacher	cifar10	100	10	-	-	9.43	OK	teachers_cifar10_t100_e10.log:teacher_5
teacher	cifar10	100	10	-	-	9.27	OK	teachers_cifar10_t100_e10.log:teacher_6
teacher	cifar10	100	10	-	-	9.27	OK	teachers_cifar10_t100_e10.log:teacher_7
teacher	cifar10	100	10	-	-	9.27	OK	teachers_cifar10_t100_e10.log:teacher_8
teacher	cifar10	100	10	-	-	9.46	OK	teachers_cifar10_t100_e10.log:teacher_9
teacher	cifar10	100	10	-	-	9.99	OK	teachers_cifar10_t100_e10.log:teacher_10
teacher	cifar10	100	10	-	-	9.36	OK	teachers_cifar10_t100_e10.log:teacher_11
teacher	cifar10	100	10	-	-	9.59	OK	teachers_cifar10_t100_e10.log:teacher_12
teacher	cifar10	100	10	-	-	9.60	OK	teachers_cifar10_t100_e10.log:teacher_13
teacher	cifar10	100	10	-	-	9.44	OK	teachers_cifar10_t100_e10.log:teacher_14
teacher	cifar10	100	10	-	-	9.33	OK	teachers_cifar10_t100_e10.log:teacher_15
teacher	cifar10	100	10	-	-	9.38	OK	teachers_cifar10_t100_e10.log:teacher_16
teacher	cifar10	100	10	-	-	10.15	OK	teachers_cifar10_t100_e10.log:teacher_17
teacher	cifar10	100	10	-	-	9.44	OK	teachers_cifar10_t100_e10.log:teacher_18
teacher	cifar10	100	10	-	-	9.63	OK	teachers_cifar10_t100_e10.log:teacher_19
teacher	cifar10	100	10	-	-	10.33	OK	teachers_cifar10_t100_e10.log:teacher_20
teacher	cifar10	100	10	-	-	10.74	OK	teachers_cifar10_t100_e10.log:teacher_21
teacher	cifar10	100	10	-	-	9.45	OK	teachers_cifar10_t100_e10.log:teacher_22
teacher	cifar10	100	10	-	-	9.27	OK	teachers_cifar10_t100_e10.log:teacher_23
teacher	cifar10	100	10	-	-	9.13	OK	teachers_cifar10_t100_e10.log:teacher_24
teacher	cifar10	100	10	-	-	8.94	OK	teachers_cifar10_t100_e10.log:teacher_25
teacher	cifar10	100	10	-	-	8.85	OK	teachers_cifar10_t100_e10.log:teacher_26
teacher	cifar10	100	10	-	-	9.04	OK	teachers_cifar10_t100_e10.log:teacher_27
teacher	cifar10	100	10	-	-	9.06	OK	teachers_cifar10_t100_e10.log:teacher_28
teacher	cifar10	100	10	-	-	9.22	OK	teachers_cifar10_t100_e10.log:teacher_29
teacher	cifar10	100	10	-	-	8.94	OK	teachers_cifar10_t100_e10.log:teacher_30
teacher	cifar10	100	10	-	-	9.32	OK	teachers_cifar10_t100_e10.log:teacher_31
teacher	cifar10	100	10	-	-	9.02	OK	teachers_cifar10_t100_e10.log:teacher_32
teacher	cifar10	100	10	-	-	9.27	OK	teachers_cifar10_t100_e10.log:teacher_33
teacher	cifar10	100	10	-	-	9.26	OK	teachers_cifar10_t100_e10.log:teacher_34
teacher	cifar10	100	10	-	-	9.44	OK	teachers_cifar10_t100_e10.log:teacher_35
teacher	cifar10	100	10	-	-	9.50	OK	teachers_cifar10_t100_e10.log:teacher_36
teacher	cifar10	100	10	-	-	9.35	OK	teachers_cifar10_t100_e10.log:teacher_37
teacher	cifar10	100	10	-	-	9.75	OK	teachers_cifar10_t100_e10.log:teacher_38
teacher	cifar10	100	10	-	-	10.69	OK	teachers_cifar10_t100_e10.log:teacher_39
teacher	cifar10	100	10	-	-	9.62	OK	teachers_cifar10_t100_e10.log:teacher_40
teacher	cifar10	100	10	-	-	9.32	OK	teachers_cifar10_t100_e10.log:teacher_41
teacher	cifar10	100	10	-	-	10.15	OK	teachers_cifar10_t100_e10.log:teacher_42
teacher	cifar10	100	10	-	-	9.70	OK	teachers_cifar10_t100_e10.log:teacher_43
teacher	cifar10	100	10	-	-	9.83	OK	teachers_cifar10_t100_e10.log:teacher_44
teacher	cifar10	100	10	-	-	9.52	OK	teachers_cifar10_t100_e10.log:teacher_45
teacher	cifar10	100	10	-	-	9.55	OK	teachers_cifar10_t100_e10.log:teacher_46
teacher	cifar10	100	10	-	-	9.43	OK	teachers_cifar10_t100_e10.log:teacher_47
teacher	cifar10	100	10	-	-	9.46	OK	teachers_cifar10_t100_e10.log:teacher_48
teacher	cifar10	100	10	-	-	9.65	OK	teachers_cifar10_t100_e10.log:teacher_49
teacher	cifar10	100	10	-	-	9.71	OK	teachers_cifar10_t100_e10.log:teacher_50
teacher	cifar10	100	10	-	-	9.75	OK	teachers_cifar10_t100_e10.log:teacher_51
teacher	cifar10	100	10	-	-	9.39	OK	teachers_cifar10_t100_e10.log:teacher_52
teacher	cifar10	100	10	-	-	9.60	OK	teachers_cifar10_t100_e10.log:teacher_53
teacher	cifar10	100	10	-	-	9.81	OK	teachers_cifar10_t100_e10.log:teacher_54
teacher	cifar10	100	10	-	-	9.59	OK	teachers_cifar10_t100_e10.log:teacher_55
teacher	cifar10	100	10	-	-	9.69	OK	teachers_cifar10_t100_e10.log:teacher_56
teacher	cifar10	100	10	-	-	9.61	OK	teachers_cifar10_t100_e10.log:teacher_57
teacher	cifar10	100	10	-	-	9.43	OK	teachers_cifar10_t100_e10.log:teacher_58
teacher	cifar10	100	10	-	-	9.49	OK	teachers_cifar10_t100_e10.log:teacher_59
teacher	cifar10	100	10	-	-	9.46	OK	teachers_cifar10_t100_e10.log:teacher_60
teacher	cifar10	100	10	-	-	9.91	OK	teachers_cifar10_t100_e10.log:teacher_61
teacher	cifar10	100	10	-	-	9.39	OK	teachers_cifar10_t100_e10.log:teacher_62
teacher	cifar10	100	10	-	-	9.42	OK	teachers_cifar10_t100_e10.log:teacher_63
teacher	cifar10	100	10	-	-	9.71	OK	teachers_cifar10_t100_e10.log:teacher_64
teacher	cifar10	100	10	-	-	9.95	OK	teachers_cifar10_t100_e10.log:teacher_65
teacher	cifar10	100	10	-	-	10.15	OK	teachers_cifar10_t100_e10.log:teacher_66
teacher	cifar10	100	10	-	-	10.16	OK	teachers_cifar10_t100_e10.log:teacher_67
teacher	cifar10	100	10	-	-	9.92	OK	teachers_cifar10_t100_e10.log:teacher_68
teacher	cifar10	100	10	-	-	10.11	OK	teachers_cifar10_t100_e10.log:teacher_69
teacher	cifar10	100	10	-	-	10.17	OK	teachers_cifar10_t100_e10.log:teacher_70
teacher	cifar10	100	10	-	-	9.56	OK	teachers_cifar10_t100_e10.log:teacher_71
teacher	cifar10	100	10	-	-	10.13	OK	teachers_cifar10_t100_e10.log:teacher_72
teacher	cifar10	100	10	-	-	10.39	OK	teachers_cifar10_t100_e10.log:teacher_73
teacher	cifar10	100	10	-	-	10.22	OK	teachers_cifar10_t100_e10.log:teacher_74
teacher	cifar10	100	10	-	-	9.50	OK	teachers_cifar10_t100_e10.log:teacher_75
teacher	cifar10	100	10	-	-	9.38	OK	teachers_cifar10_t100_e10.log:teacher_76
teacher	cifar10	100	10	-	-	10.44	OK	teachers_cifar10_t100_e10.log:teacher_77
teacher	cifar10	100	10	-	-	9.59	OK	teachers_cifar10_t100_e10.log:teacher_78
teacher	cifar10	100	10	-	-	9.62	OK	teachers_cifar10_t100_e10.log:teacher_79
teacher	cifar10	100	10	-	-	9.48	OK	teachers_cifar10_t100_e10.log:teacher_80
teacher	cifar10	100	10	-	-	9.65	OK	teachers_cifar10_t100_e10.log:teacher_81
teacher	cifar10	100	10	-	-	9.54	OK	teachers_cifar10_t100_e10.log:teacher_82
teacher	cifar10	100	10	-	-	9.57	OK	teachers_cifar10_t100_e10.log:teacher_83
teacher	cifar10	100	10	-	-	9.71	OK	teachers_cifar10_t100_e10.log:teacher_84
teacher	cifar10	100	10	-	-	9.72	OK	teachers_cifar10_t100_e10.log:teacher_85
teacher	cifar10	100	10	-	-	10.01	OK	teachers_cifar10_t100_e10.log:teacher_86
teacher	cifar10	100	10	-	-	10.16	OK	teachers_cifar10_t100_e10.log:teacher_87
teacher	cifar10	100	10	-	-	9.78	OK	teachers_cifar10_t100_e10.log:teacher_88
teacher	cifar10	100	10	-	-	9.86	OK	teachers_cifar10_t100_e10.log:teacher_89
teacher	cifar10	100	10	-	-	9.48	OK	teachers_cifar10_t100_e10.log:teacher_90
teacher	cifar10	100	10	-	-	9.74	OK	teachers_cifar10_t100_e10.log:teacher_91
teacher	cifar10	100	10	-	-	9.40	OK	teachers_cifar10_t100_e10.log:teacher_92
teacher	cifar10	100	10	-	-	9.75	OK	teachers_cifar10_t100_e10.log:teacher_93
teacher	cifar10	100	10	-	-	9.48	OK	teachers_cifar10_t100_e10.log:teacher_94
teacher	cifar10	100	10	-	-	10.49	OK	teachers_cifar10_t100_e10.log:teacher_95
teacher	cifar10	100	10	-	-	9.58	OK	teachers_cifar10_t100_e10.log:teacher_96
teacher	cifar10	100	10	-	-	9.74	OK	teachers_cifar10_t100_e10.log:teacher_97
teacher	cifar10	100	10	-	-	10.15	OK	teachers_cifar10_t100_e10.log:teacher_98
teacher	cifar10	100	10	-	-	10.31	OK	teachers_cifar10_t100_e10.log:teacher_99
student	cifar10	100	10	200	1	7.25	OK	cifar10_t100_e10_eps1_noise200.log
student	cifar10	100	10	57	4	7.17	OK	cifar10_t100_e10_eps4_noise57.log
student	cifar10	100	10	6.7	8	221.45	OK	cifar10_t100_e10_eps8_noise6.7.log
teacher	cifar10	100	50	-	-	10.75	OK	teachers_cifar10_t100_e50.log:teacher_0
teacher	cifar10	100	50	-	-	10.42	OK	teachers_cifar10_t100_e50.log:teacher_1
teacher	cifar10	100	50	-	-	9.88	OK	teachers_cifar10_t100_e50.log:teacher_2
teacher	cifar10	100	50	-	-	9.30	OK	teachers_cifar10_t100_e50.log:teacher_3
teacher	cifar10	100	50	-	-	9.62	OK	teachers_cifar10_t100_e50.log:teacher_4
teacher	cifar10	100	50	-	-	10.02	OK	teachers_cifar10_t100_e50.log:teacher_5
teacher	cifar10	100	50	-	-	9.43	OK	teachers_cifar10_t100_e50.log:teacher_6
teacher	cifar10	100	50	-	-	10.51	OK	teachers_cifar10_t100_e50.log:teacher_7
teacher	cifar10	100	50	-	-	9.80	OK	teachers_cifar10_t100_e50.log:teacher_8
teacher	cifar10	100	50	-	-	10.31	OK	teachers_cifar10_t100_e50.log:teacher_9
teacher	cifar10	100	50	-	-	10.24	OK	teachers_cifar10_t100_e50.log:teacher_10
teacher	cifar10	100	50	-	-	9.56	OK	teachers_cifar10_t100_e50.log:teacher_11
teacher	cifar10	100	50	-	-	9.76	OK	teachers_cifar10_t100_e50.log:teacher_12
teacher	cifar10	100	50	-	-	10.76	OK	teachers_cifar10_t100_e50.log:teacher_13
teacher	cifar10	100	50	-	-	9.95	OK	teachers_cifar10_t100_e50.log:teacher_14
teacher	cifar10	100	50	-	-	9.57	OK	teachers_cifar10_t100_e50.log:teacher_15
teacher	cifar10	100	50	-	-	9.52	OK	teachers_cifar10_t100_e50.log:teacher_16
teacher	cifar10	100	50	-	-	10.33	OK	teachers_cifar10_t100_e50.log:teacher_17
teacher	cifar10	100	50	-	-	9.54	OK	teachers_cifar10_t100_e50.log:teacher_18
teacher	cifar10	100	50	-	-	9.58	OK	teachers_cifar10_t100_e50.log:teacher_19
teacher	cifar10	100	50	-	-	9.41	OK	teachers_cifar10_t100_e50.log:teacher_20
teacher	cifar10	100	50	-	-	9.63	OK	teachers_cifar10_t100_e50.log:teacher_21
teacher	cifar10	100	50	-	-	9.76	OK	teachers_cifar10_t100_e50.log:teacher_22
teacher	cifar10	100	50	-	-	9.62	OK	teachers_cifar10_t100_e50.log:teacher_23
teacher	cifar10	100	50	-	-	10.00	OK	teachers_cifar10_t100_e50.log:teacher_24
teacher	cifar10	100	50	-	-	9.97	OK	teachers_cifar10_t100_e50.log:teacher_25
teacher	cifar10	100	50	-	-	9.72	OK	teachers_cifar10_t100_e50.log:teacher_26
teacher	cifar10	100	50	-	-	10.34	OK	teachers_cifar10_t100_e50.log:teacher_27
teacher	cifar10	100	50	-	-	10.49	OK	teachers_cifar10_t100_e50.log:teacher_28
teacher	cifar10	100	50	-	-	9.70	OK	teachers_cifar10_t100_e50.log:teacher_29
teacher	cifar10	100	50	-	-	10.03	OK	teachers_cifar10_t100_e50.log:teacher_30
teacher	cifar10	100	50	-	-	9.70	OK	teachers_cifar10_t100_e50.log:teacher_31
teacher	cifar10	100	50	-	-	9.30	OK	teachers_cifar10_t100_e50.log:teacher_32
teacher	cifar10	100	50	-	-	9.33	OK	teachers_cifar10_t100_e50.log:teacher_33
teacher	cifar10	100	50	-	-	9.41	OK	teachers_cifar10_t100_e50.log:teacher_34
teacher	cifar10	100	50	-	-	9.50	OK	teachers_cifar10_t100_e50.log:teacher_35
teacher	cifar10	100	50	-	-	9.70	OK	teachers_cifar10_t100_e50.log:teacher_36
teacher	cifar10	100	50	-	-	9.61	OK	teachers_cifar10_t100_e50.log:teacher_37
teacher	cifar10	100	50	-	-	9.93	OK	teachers_cifar10_t100_e50.log:teacher_38
teacher	cifar10	100	50	-	-	9.35	OK	teachers_cifar10_t100_e50.log:teacher_39
teacher	cifar10	100	50	-	-	9.31	OK	teachers_cifar10_t100_e50.log:teacher_40
teacher	cifar10	100	50	-	-	10.37	OK	teachers_cifar10_t100_e50.log:teacher_41
teacher	cifar10	100	50	-	-	9.50	OK	teachers_cifar10_t100_e50.log:teacher_42
teacher	cifar10	100	50	-	-	9.49	OK	teachers_cifar10_t100_e50.log:teacher_43
teacher	cifar10	100	50	-	-	9.35	OK	teachers_cifar10_t100_e50.log:teacher_44
teacher	cifar10	100	50	-	-	9.29	OK	teachers_cifar10_t100_e50.log:teacher_45
teacher	cifar10	100	50	-	-	9.57	OK	teachers_cifar10_t100_e50.log:teacher_46
teacher	cifar10	100	50	-	-	9.43	OK	teachers_cifar10_t100_e50.log:teacher_47
teacher	cifar10	100	50	-	-	9.40	OK	teachers_cifar10_t100_e50.log:teacher_48
teacher	cifar10	100	50	-	-	9.45	OK	teachers_cifar10_t100_e50.log:teacher_49
teacher	cifar10	100	50	-	-	9.49	OK	teachers_cifar10_t100_e50.log:teacher_50
teacher	cifar10	100	50	-	-	9.29	OK	teachers_cifar10_t100_e50.log:teacher_51
teacher	cifar10	100	50	-	-	9.58	OK	teachers_cifar10_t100_e50.log:teacher_52
teacher	cifar10	100	50	-	-	9.54	OK	teachers_cifar10_t100_e50.log:teacher_53
teacher	cifar10	100	50	-	-	9.47	OK	teachers_cifar10_t100_e50.log:teacher_54
teacher	cifar10	100	50	-	-	9.72	OK	teachers_cifar10_t100_e50.log:teacher_55
teacher	cifar10	100	50	-	-	9.75	OK	teachers_cifar10_t100_e50.log:teacher_56
teacher	cifar10	100	50	-	-	10.21	OK	teachers_cifar10_t100_e50.log:teacher_57
teacher	cifar10	100	50	-	-	9.46	OK	teachers_cifar10_t100_e50.log:teacher_58
teacher	cifar10	100	50	-	-	9.72	OK	teachers_cifar10_t100_e50.log:teacher_59
teacher	cifar10	100	50	-	-	10.08	OK	teachers_cifar10_t100_e50.log:teacher_60
teacher	cifar10	100	50	-	-	9.77	OK	teachers_cifar10_t100_e50.log:teacher_61
teacher	cifar10	100	50	-	-	9.32	OK	teachers_cifar10_t100_e50.log:teacher_62
teacher	cifar10	100	50	-	-	9.39	OK	teachers_cifar10_t100_e50.log:teacher_63
teacher	cifar10	100	50	-	-	9.19	OK	teachers_cifar10_t100_e50.log:teacher_64
teacher	cifar10	100	50	-	-	9.43	OK	teachers_cifar10_t100_e50.log:teacher_65
teacher	cifar10	100	50	-	-	9.34	OK	teachers_cifar10_t100_e50.log:teacher_66
teacher	cifar10	100	50	-	-	9.82	OK	teachers_cifar10_t100_e50.log:teacher_67
teacher	cifar10	100	50	-	-	9.31	OK	teachers_cifar10_t100_e50.log:teacher_68
teacher	cifar10	100	50	-	-	10.15	OK	teachers_cifar10_t100_e50.log:teacher_69
teacher	cifar10	100	50	-	-	9.46	OK	teachers_cifar10_t100_e50.log:teacher_70
teacher	cifar10	100	50	-	-	9.23	OK	teachers_cifar10_t100_e50.log:teacher_71
teacher	cifar10	100	50	-	-	9.21	OK	teachers_cifar10_t100_e50.log:teacher_72
teacher	cifar10	100	50	-	-	9.28	OK	teachers_cifar10_t100_e50.log:teacher_73
teacher	cifar10	100	50	-	-	9.48	OK	teachers_cifar10_t100_e50.log:teacher_74
teacher	cifar10	100	50	-	-	9.48	OK	teachers_cifar10_t100_e50.log:teacher_75
teacher	cifar10	100	50	-	-	9.57	OK	teachers_cifar10_t100_e50.log:teacher_76
teacher	cifar10	100	50	-	-	9.31	OK	teachers_cifar10_t100_e50.log:teacher_77
teacher	cifar10	100	50	-	-	10.16	OK	teachers_cifar10_t100_e50.log:teacher_78
teacher	cifar10	100	50	-	-	9.38	OK	teachers_cifar10_t100_e50.log:teacher_79
teacher	cifar10	100	50	-	-	9.37	OK	teachers_cifar10_t100_e50.log:teacher_80
teacher	cifar10	100	50	-	-	9.20	OK	teachers_cifar10_t100_e50.log:teacher_81
teacher	cifar10	100	50	-	-	9.53	OK	teachers_cifar10_t100_e50.log:teacher_82
teacher	cifar10	100	50	-	-	9.52	OK	teachers_cifar10_t100_e50.log:teacher_83
teacher	cifar10	100	50	-	-	9.41	OK	teachers_cifar10_t100_e50.log:teacher_84
teacher	cifar10	100	50	-	-	9.35	OK	teachers_cifar10_t100_e50.log:teacher_85
teacher	cifar10	100	50	-	-	9.79	OK	teachers_cifar10_t100_e50.log:teacher_86
teacher	cifar10	100	50	-	-	9.43	OK	teachers_cifar10_t100_e50.log:teacher_87
teacher	cifar10	100	50	-	-	9.55	OK	teachers_cifar10_t100_e50.log:teacher_88
teacher	cifar10	100	50	-	-	9.66	OK	teachers_cifar10_t100_e50.log:teacher_89
teacher	cifar10	100	50	-	-	9.67	OK	teachers_cifar10_t100_e50.log:teacher_90
teacher	cifar10	100	50	-	-	9.74	OK	teachers_cifar10_t100_e50.log:teacher_91
teacher	cifar10	100	50	-	-	9.94	OK	teachers_cifar10_t100_e50.log:teacher_92
teacher	cifar10	100	50	-	-	9.55	OK	teachers_cifar10_t100_e50.log:teacher_93
teacher	cifar10	100	50	-	-	9.28	OK	teachers_cifar10_t100_e50.log:teacher_94
teacher	cifar10	100	50	-	-	9.33	OK	teachers_cifar10_t100_e50.log:teacher_95
teacher	cifar10	100	50	-	-	9.45	OK	teachers_cifar10_t100_e50.log:teacher_96
teacher	cifar10	100	50	-	-	9.28	OK	teachers_cifar10_t100_e50.log:teacher_97
teacher	cifar10	100	50	-	-	9.46	OK	teachers_cifar10_t100_e50.log:teacher_98
teacher	cifar10	100	50	-	-	9.23	OK	teachers_cifar10_t100_e50.log:teacher_99
student	cifar10	100	50	200	1	6.83	OK	cifar10_t100_e50_eps1_noise200.log
student	cifar10	100	50	57	4	6.66	OK	cifar10_t100_e50_eps4_noise57.log
student	cifar10	100	50	6.7	8	212.79	OK	cifar10_t100_e50_eps8_noise6.7.log
teacher	cifar10	100	100	-	-	10.01	OK	teachers_cifar10_t100_e100.log:teacher_0
teacher	cifar10	100	100	-	-	10.08	OK	teachers_cifar10_t100_e100.log:teacher_1
teacher	cifar10	100	100	-	-	9.69	OK	teachers_cifar10_t100_e100.log:teacher_2
teacher	cifar10	100	100	-	-	9.81	OK	teachers_cifar10_t100_e100.log:teacher_3
teacher	cifar10	100	100	-	-	10.63	OK	teachers_cifar10_t100_e100.log:teacher_4
teacher	cifar10	100	100	-	-	9.71	OK	teachers_cifar10_t100_e100.log:teacher_5
teacher	cifar10	100	100	-	-	9.76	OK	teachers_cifar10_t100_e100.log:teacher_6
teacher	cifar10	100	100	-	-	9.67	OK	teachers_cifar10_t100_e100.log:teacher_7
teacher	cifar10	100	100	-	-	9.59	OK	teachers_cifar10_t100_e100.log:teacher_8
teacher	cifar10	100	100	-	-	9.69	OK	teachers_cifar10_t100_e100.log:teacher_9
teacher	cifar10	100	100	-	-	10.05	OK	teachers_cifar10_t100_e100.log:teacher_10
teacher	cifar10	100	100	-	-	9.79	OK	teachers_cifar10_t100_e100.log:teacher_11
teacher	cifar10	100	100	-	-	10.22	OK	teachers_cifar10_t100_e100.log:teacher_12
teacher	cifar10	100	100	-	-	10.33	OK	teachers_cifar10_t100_e100.log:teacher_13
teacher	cifar10	100	100	-	-	9.75	OK	teachers_cifar10_t100_e100.log:teacher_14
teacher	cifar10	100	100	-	-	10.05	OK	teachers_cifar10_t100_e100.log:teacher_15
teacher	cifar10	100	100	-	-	9.77	OK	teachers_cifar10_t100_e100.log:teacher_16
teacher	cifar10	100	100	-	-	10.03	OK	teachers_cifar10_t100_e100.log:teacher_17
teacher	cifar10	100	100	-	-	10.42	OK	teachers_cifar10_t100_e100.log:teacher_18
teacher	cifar10	100	100	-	-	9.92	OK	teachers_cifar10_t100_e100.log:teacher_19
teacher	cifar10	100	100	-	-	10.25	OK	teachers_cifar10_t100_e100.log:teacher_20
teacher	cifar10	100	100	-	-	10.21	OK	teachers_cifar10_t100_e100.log:teacher_21
teacher	cifar10	100	100	-	-	9.90	OK	teachers_cifar10_t100_e100.log:teacher_22
teacher	cifar10	100	100	-	-	9.99	OK	teachers_cifar10_t100_e100.log:teacher_23
teacher	cifar10	100	100	-	-	9.85	OK	teachers_cifar10_t100_e100.log:teacher_24
teacher	cifar10	100	100	-	-	10.19	OK	teachers_cifar10_t100_e100.log:teacher_25
teacher	cifar10	100	100	-	-	9.76	OK	teachers_cifar10_t100_e100.log:teacher_26
teacher	cifar10	100	100	-	-	9.98	OK	teachers_cifar10_t100_e100.log:teacher_27
teacher	cifar10	100	100	-	-	10.58	OK	teachers_cifar10_t100_e100.log:teacher_28
teacher	cifar10	100	100	-	-	10.12	OK	teachers_cifar10_t100_e100.log:teacher_29
teacher	cifar10	100	100	-	-	10.11	OK	teachers_cifar10_t100_e100.log:teacher_30
teacher	cifar10	100	100	-	-	9.87	OK	teachers_cifar10_t100_e100.log:teacher_31
teacher	cifar10	100	100	-	-	9.66	OK	teachers_cifar10_t100_e100.log:teacher_32
teacher	cifar10	100	100	-	-	9.71	OK	teachers_cifar10_t100_e100.log:teacher_33
teacher	cifar10	100	100	-	-	9.60	OK	teachers_cifar10_t100_e100.log:teacher_34
teacher	cifar10	100	100	-	-	9.85	OK	teachers_cifar10_t100_e100.log:teacher_35
teacher	cifar10	100	100	-	-	9.74	OK	teachers_cifar10_t100_e100.log:teacher_36
teacher	cifar10	100	100	-	-	9.59	OK	teachers_cifar10_t100_e100.log:teacher_37
teacher	cifar10	100	100	-	-	9.65	OK	teachers_cifar10_t100_e100.log:teacher_38
teacher	cifar10	100	100	-	-	10.00	OK	teachers_cifar10_t100_e100.log:teacher_39
teacher	cifar10	100	100	-	-	10.06	OK	teachers_cifar10_t100_e100.log:teacher_40
teacher	cifar10	100	100	-	-	9.96	OK	teachers_cifar10_t100_e100.log:teacher_41
teacher	cifar10	100	100	-	-	10.27	OK	teachers_cifar10_t100_e100.log:teacher_42
teacher	cifar10	100	100	-	-	10.46	OK	teachers_cifar10_t100_e100.log:teacher_43
teacher	cifar10	100	100	-	-	9.83	OK	teachers_cifar10_t100_e100.log:teacher_44
teacher	cifar10	100	100	-	-	9.65	OK	teachers_cifar10_t100_e100.log:teacher_45
teacher	cifar10	100	100	-	-	10.24	OK	teachers_cifar10_t100_e100.log:teacher_46
teacher	cifar10	100	100	-	-	9.85	OK	teachers_cifar10_t100_e100.log:teacher_47
teacher	cifar10	100	100	-	-	9.97	OK	teachers_cifar10_t100_e100.log:teacher_48
teacher	cifar10	100	100	-	-	10.04	OK	teachers_cifar10_t100_e100.log:teacher_49
teacher	cifar10	100	100	-	-	9.53	OK	teachers_cifar10_t100_e100.log:teacher_50
teacher	cifar10	100	100	-	-	9.63	OK	teachers_cifar10_t100_e100.log:teacher_51
teacher	cifar10	100	100	-	-	9.70	OK	teachers_cifar10_t100_e100.log:teacher_52
teacher	cifar10	100	100	-	-	9.82	OK	teachers_cifar10_t100_e100.log:teacher_53
teacher	cifar10	100	100	-	-	9.89	OK	teachers_cifar10_t100_e100.log:teacher_54
teacher	cifar10	100	100	-	-	10.22	OK	teachers_cifar10_t100_e100.log:teacher_55
teacher	cifar10	100	100	-	-	10.44	OK	teachers_cifar10_t100_e100.log:teacher_56
teacher	cifar10	100	100	-	-	10.01	OK	teachers_cifar10_t100_e100.log:teacher_57
teacher	cifar10	100	100	-	-	9.66	OK	teachers_cifar10_t100_e100.log:teacher_58
teacher	cifar10	100	100	-	-	10.02	OK	teachers_cifar10_t100_e100.log:teacher_59
teacher	cifar10	100	100	-	-	10.32	OK	teachers_cifar10_t100_e100.log:teacher_60
teacher	cifar10	100	100	-	-	9.79	OK	teachers_cifar10_t100_e100.log:teacher_61
teacher	cifar10	100	100	-	-	10.53	OK	teachers_cifar10_t100_e100.log:teacher_62
teacher	cifar10	100	100	-	-	9.73	OK	teachers_cifar10_t100_e100.log:teacher_63
teacher	cifar10	100	100	-	-	10.07	OK	teachers_cifar10_t100_e100.log:teacher_64
teacher	cifar10	100	100	-	-	9.57	OK	teachers_cifar10_t100_e100.log:teacher_65
teacher	cifar10	100	100	-	-	9.60	OK	teachers_cifar10_t100_e100.log:teacher_66
teacher	cifar10	100	100	-	-	9.94	OK	teachers_cifar10_t100_e100.log:teacher_67
teacher	cifar10	100	100	-	-	9.53	OK	teachers_cifar10_t100_e100.log:teacher_68
teacher	cifar10	100	100	-	-	9.96	OK	teachers_cifar10_t100_e100.log:teacher_69
teacher	cifar10	100	100	-	-	9.96	OK	teachers_cifar10_t100_e100.log:teacher_70
teacher	cifar10	100	100	-	-	9.81	OK	teachers_cifar10_t100_e100.log:teacher_71
teacher	cifar10	100	100	-	-	9.80	OK	teachers_cifar10_t100_e100.log:teacher_72
teacher	cifar10	100	100	-	-	10.08	OK	teachers_cifar10_t100_e100.log:teacher_73
teacher	cifar10	100	100	-	-	9.97	OK	teachers_cifar10_t100_e100.log:teacher_74
teacher	cifar10	100	100	-	-	10.45	OK	teachers_cifar10_t100_e100.log:teacher_75
teacher	cifar10	100	100	-	-	9.92	OK	teachers_cifar10_t100_e100.log:teacher_76
teacher	cifar10	100	100	-	-	9.69	OK	teachers_cifar10_t100_e100.log:teacher_77
teacher	cifar10	100	100	-	-	10.16	OK	teachers_cifar10_t100_e100.log:teacher_78
teacher	cifar10	100	100	-	-	10.37	OK	teachers_cifar10_t100_e100.log:teacher_79
teacher	cifar10	100	100	-	-	9.76	OK	teachers_cifar10_t100_e100.log:teacher_80
